BVB_ID,player_name,player_country,podium%,gender,isBlack_Challenge,isBlack_Elite16,isBlack,partners_count,duration_median,height_imputed,current_age,games_points_metric
8736,Sergei  Semjonov,Estonia,0.0,M,False,False,False,1.0,30.0,71.0,46.0,-0.6131490174413048
8737,Suratna Suratna,Indonesia,0.0,M,False,False,False,1.0,40.0,71.0,38.0,-0.5509812535506906
8739,Oleksandr Dergunov,Ukraine,0.0,M,False,False,False,1.0,34.0,79.0,38.0,-0.3810240673130739
8740,Dmitry Karpov,Russia,0.0,M,False,False,False,1.0,43.0,76.0,36.0,-0.41364111570313267
8741,Alexander Samoshkin,Russia,0.2,M,False,False,False,1.0,42.0,82.0,37.0,-0.5283555519189091
8743,"Iulian ""Jullian"" Cravet ""Kravitz""",Moldova,0.0,M,False,False,False,1.0,38.0,73.0,37.0,-0.5841796035820457
8745,"Anton ""S kay"" Voleanin",Moldova,0.0,M,False,False,False,2.0,28.0,74.0,30.0,-0.5031923653961367
8746,Stefan Wyszynski,Poland,0.0,M,False,False,False,1.0,32.5,76.0,40.0,-0.5927436150891406
8747,Vasiliy Buralev,Russia,0.5,M,False,False,False,1.0,37.0,76.0,39.0,-0.5878272381128454
8748,Evgeniy Romashkin,Russia,0.16,M,False,False,False,4.0,39.0,72.0,36.0,-0.15386794780392238
8749,Andrey  Berezin,Russia,0.0,M,False,False,False,1.0,31.0,75.0,36.0,-0.5721796199312895
8750,Igor Horvath,Slovakia,0.0,M,False,False,False,3.0,35.0,76.0,37.0,-0.16946311234269415
8751,Adam Lukasik,Poland,0.0,M,False,False,False,1.0,43.0,76.0,33.0,-0.6131490174413048
8752,Marek Leznicki,Poland,0.13,M,False,False,False,3.0,34.5,74.0,32.0,-0.30463602049208627
8753,Marcin Golonka,Poland,0.0,M,False,False,False,2.0,41.0,78.0,32.0,-0.5103290416520492
8754,Tijmen Companjen,Netherlands,0.0,M,False,False,False,1.0,49.5,73.0,42.0,-0.44720972092731315
8755,Stan van Laanen,Netherlands,0.0,M,False,False,False,5.0,46.5,81.0,42.0,-0.07605318167041947
8758,Grzegorz Fijalek,Poland,0.16,M,False,False,False,2.0,42.0,73.0,35.0,6.955817966085689
8769,Daniel Boger,United States,0.0,M,False,False,False,2.0,38.0,70.0,31.0,-0.5029807030089983
8770,Conrad Jones,United States,0.0,M,False,False,False,2.0,44.5,70.0,63.0,-0.5254478118350928
8775,Joey Rossetter,United States,0.0,M,False,False,False,4.0,50.0,76.0,37.0,-0.4890776056899988
8776,Neal Schmidt,United States,0.0,M,False,False,False,1.0,39.0,74.0,45.0,-0.5208486204701714
8777,Jared Tucker,United States,0.0,M,False,False,False,1.0,32.0,74.0,43.0,-0.6066467124081402
8783,Matteo La Rocca,Italy,0.0,M,False,False,False,1.0,33.0,77.0,35.0,-0.5509812535506906
8786,Giorgio Zauli,Italy,0.0,M,False,False,False,7.0,35.5,74.0,38.0,0.045533814771346964
8789,Sam Pedlow,Canada,0.14,M,False,False,False,2.0,39.0,77.0,35.0,2.969708100896635
8793,Matteo Ingrosso,Italy,0.06,M,False,False,False,6.0,43.0,75.0,34.0,2.481505759472107
8794,Paolo Ingrosso,Italy,0.07,M,False,False,False,3.0,42.0,76.0,34.0,2.4465098189967436
8813,Engin Özbek,Türkiye,0.0,M,False,False,False,4.0,43.5,75.0,40.0,-0.19948960626031048
8814,Filip Hanak,Czech Republic,0.0,M,False,False,False,2.0,39.0,74.0,46.0,-0.36971152446651684
8815,Jakob Due,Denmark,0.0,M,False,False,False,1.0,42.0,76.0,45.0,-0.517729833937884
8816,José Manuel Ariza Molina,Spain,0.0,M,False,False,False,1.0,61.5,75.0,41.0,-0.4565136268813914
8826,Sandro Cordovana,Italy,0.0,M,False,False,False,2.0,33.0,77.0,49.0,-0.38742084912200303
8828,Jussi Tommola,Finland,0.0,M,False,False,False,2.0,34.0,72.0,42.0,-0.5308930368099003
8845,Dundar  Yildirim,Türkiye,0.0,M,False,False,False,2.0,30.0,71.0,40.0,-0.5351219729819963
8922,Florian Lüdike,Germany,0.0,M,False,False,False,2.0,43.5,76.0,39.0,-0.5632984228128207
8930,Daniel Thomsen,Denmark,0.16,M,False,False,False,4.0,39.0,79.0,37.0,-0.0799637003538071
8931,Stefan Windscheif,Germany,0.04,M,False,False,False,8.0,43.0,74.0,35.0,2.9192749727495197
8932,Kristrian Fløjstrup Knudsen,Denmark,0.0,M,False,False,False,2.0,38.0,78.0,43.0,-0.5661530933151857
8963,Chris Burns,Australia,0.0,M,False,False,False,1.0,40.0,74.0,41.0,-0.6145763526924872
8964,Owen Boland,Australia,0.0,M,False,False,False,2.0,42.0,76.0,43.0,-0.5101704488463622
8965,Ben Newton,Australia,0.0,M,False,False,False,1.0,40.0,74.0,41.0,-0.6131490174413048
8966,Mark Nielsen,Australia,0.0,M,False,False,False,1.0,34.0,76.0,35.0,-0.6145763526924872
8967,Brendan White,Australia,0.0,M,False,False,False,1.0,37.0,81.0,35.0,-0.6145763526924872
8968,Russell Watson,New Zealand,0.0,M,False,False,False,2.0,48.0,76.0,39.0,-0.5713866559028548
8969,Greg Lindsay,New Zealand,0.0,M,False,False,False,2.0,50.0,70.0,49.0,-0.550029696716569
8970,Damon Haenga,New Zealand,0.0,M,False,False,False,2.0,33.0,76.0,37.0,-0.5875100525014715
9662,Peter Michael Keldsen,Denmark,0.0,M,False,False,False,2.0,39.0,77.0,45.0,-0.6131490174413048
8972,Jhonlenn Cruz Barreto Pena,Venezuela,0.0,M,False,False,False,1.0,46.0,73.0,35.0,-0.5932193935062015
8973,Fernando Ramos,Venezuela,0.0,M,False,False,False,4.0,36.0,76.0,39.0,-0.3829271809813173
8975,Jesus Villafañe Marquina,Venezuela,0.01,M,False,False,False,4.0,39.0,72.0,36.0,1.7235938207875439
8976,Daniel Carey,Australia,0.0,M,False,False,False,2.0,38.5,70.0,36.0,-0.5310516296155872
8981,John Stock,Australia,0.0,M,False,False,False,1.0,37.0,78.0,33.0,-0.6145763526924872
8984,Weizai Jin,China,0.0,M,False,False,False,1.0,51.5,75.0,42.0,-0.5827522683308632
8985,Jian Bao,China,0.0,M,False,False,False,4.0,40.5,75.0,32.0,-0.06621919584049447
8987,Rubén José Antequera Feixa,Spain,0.0,M,False,False,False,2.0,39.0,80.0,41.0,-0.5941709503403232
8990,Gerard Cabanes Clusellas,Spain,0.0,M,False,False,False,2.0,40.5,72.0,42.0,-0.5505054751336298
8992,Bart Bolsterlee,Netherlands,0.0,M,False,False,False,3.0,38.0,78.0,38.0,-0.10396489953265409
9002,Brian Tillman,United States,0.0,M,False,False,False,11.0,44.0,75.096018735363,41.0,0.16595943980785507
9011,Hernan Russian,United States,0.0,M,False,False,False,1.0,41.0,75.096018735363,42.0,-0.5936951719232623
9015,Jay Fiedler,United States,0.0,M,False,False,False,1.0,44.0,74.0,51.0,-0.6136247958583656
9021,Wayne Young,United States,0.0,M,False,False,False,2.0,53.0,78.0,52.0,-0.15265104306254373
9023,Chad Gonzalez,United States,0.0,M,False,False,False,1.0,32.0,75.096018735363,45.0,-0.6136247958583656
9024,Jonathan Alvarez,United States,0.0,M,False,False,False,15.0,40.0,70.0,48.0,0.29822460787343075
9025,Chris Bontrager,United States,0.0,M,False,False,False,1.0,37.5,75.096018735363,46.0,-0.6136247958583656
9026,Chad Mays,United States,0.0,M,False,False,False,2.0,39.0,75.096018735363,46.0,-0.481887859852635
