,Finish,Country,Team_Name,Team_FIVB_ID,FIVB_ID,BVB_ID,FIVB_Name,TourniStartDate,TourniEndDate,TournLocation,TypeOfEvent,TournID,gender,isBlack_Challenge,isBlack_Elite16
287,3,Italy,Alex Ranghieri / Adrian Ignacio Carambula Raurich,132141 / 150379,150379,8338,Adrian Ignacio Carambula Raurich,2023-02-01,2023-02-05,"Doha, Qatar",Elite 16,4146,M,False,True
288,1,Sweden,David Ahman / Jonatan Hellvig,160555 / 166274,160555,17928,David Ahman,2023-03-22,2023-03-26,"Tepic, Mexico",Elite 16,4148,M,False,True
289,1,Sweden,David Ahman / Jonatan Hellvig,160555 / 166274,166274,18278,Jonatan Hellvig,2023-03-22,2023-03-26,"Tepic, Mexico",Elite 16,4148,M,False,True
290,2,Norway,Christian Sandlie Sorum / Anders Berntsen Mol,137127 / 143192,137127,13274,Christian Sandlie Sorum,2023-03-22,2023-03-26,"Tepic, Mexico",Elite 16,4148,M,False,True
291,2,Norway,Christian Sandlie Sorum / Anders Berntsen Mol,137127 / 143192,143192,14741,Anders Berntsen Mol,2023-03-22,2023-03-26,"Tepic, Mexico",Elite 16,4148,M,False,True
292,3,Germany,Clemens Wickler / Nils Ehlers,139387 / 156567,139387,13767,Clemens Wickler,2023-03-22,2023-03-26,"Tepic, Mexico",Elite 16,4148,M,False,True
293,3,Germany,Clemens Wickler / Nils Ehlers,139387 / 156567,156567,17592,Nils Ehlers,2023-03-22,2023-03-26,"Tepic, Mexico",Elite 16,4148,M,False,True
294,1,Czechia,Ondrej Perusic / David Schweiner,137346 / 153790,137346,13393,Ondrej Perusic,2023-04-26,2023-04-30,"Uberlandia, Brazil",Elite 16,4150,M,False,True
295,1,Czechia,Ondrej Perusic / David Schweiner,137346 / 153790,153790,16538,David Schweiner,2023-04-26,2023-04-30,"Uberlandia, Brazil",Elite 16,4150,M,False,True
296,2,Norway,Christian Sandlie Sorum / Anders Berntsen Mol,137127 / 143192,137127,13274,Christian Sandlie Sorum,2023-04-26,2023-04-30,"Uberlandia, Brazil",Elite 16,4150,M,False,True
297,2,Norway,Christian Sandlie Sorum / Anders Berntsen Mol,137127 / 143192,143192,14741,Anders Berntsen Mol,2023-04-26,2023-04-30,"Uberlandia, Brazil",Elite 16,4150,M,False,True
298,3,Poland,Bartosz Losiak / Michal Bryl,122846 / 137237,122846,10444,Bartosz Losiak,2023-04-26,2023-04-30,"Uberlandia, Brazil",Elite 16,4150,M,False,True
299,3,Poland,Bartosz Losiak / Michal Bryl,122846 / 137237,137237,13340,Michal Bryl,2023-04-26,2023-04-30,"Uberlandia, Brazil",Elite 16,4150,M,False,True
